Event,Team,Had pneumatics,Robot weight,Total weight,Red bumper weight,Blue bumper weight
2024tuis2,6985,FALSE,112.22,112.22,10.36,9.92
2024tuis2,6988,FALSE,96.08,117.51,12.3,12.38
2024tuis2,6989,FALSE,90.6,90.6,9,9.25
2024tuis2,7466,FALSE,81.96,76.05,10,10
2024tuis2,7551,FALSE,103.92,103.26,12.04,11.86
2024tuis2,7570,FALSE,79.49,79.49,12.78,12.56
2024tuis2,7576,FALSE,107.58,107.58,11.68,11.55
2024tuis2,7632,FALSE,91.26,91.27,13.23,13.18
2024tuis2,7636,FALSE,88.97,128.8,11.9,11.68
2024tuis2,8054,FALSE,82.9,82.9,11.24,11.3
2024tuis2,8056,FALSE,103.62,103.62,10.63,10.54
2024tuis2,8058,TRUE,119.71,119.71,13.44,13.44
2024tuis2,8079,FALSE,95.9,96.34,14.55,14.55
2024tuis2,8084,FALSE,109.8,109.8,14.55,14.55
2024tuis2,8127,FALSE,122.14,122.14,12.48,12.48
2024tuis2,8153,FALSE,109.83,49.82,13.89,13.23
2024tuis2,8169,FALSE,92.37,92.37,11.03,11.03
2024tuis2,8209,TRUE,76.72,76.5,14.99,14.99
2024tuis2,8261,FALSE,88.63,88.63,10.36,10.36
2024tuis2,8570,FALSE,103,103,11.46,11.46
2024tuis2,8725,FALSE,94.35,94.17,12.35,12.79
2024tuis2,8795,FALSE,75.62,75.62,10.36,10.58
2024tuis2,8799,FALSE,67.9,67.9,11.46,10.58
2024tuis2,8800,TRUE,110,110,14.77,14.77
2024tuis2,8806,FALSE,113.32,113.32,10.01,9.7
2024tuis2,9001,FALSE,100.86,110.89,13.01,13.23
2024tuis2,9020,FALSE,58.16,64.6,13.23,13.23
2024tuis2,9024,FALSE,118,118,10.1,10.1
2024tuis2,9029,FALSE,100.3,100.3,8.81,8.6
2024tuis2,9043,FALSE,76.28,76.28,12.3,14.1
2024tuis2,9089,FALSE,121.25,121.25,12.57,12.57
2024tuis2,9132,FALSE,74.29,90.6,9.7,9.7
2024tuis2,9159,FALSE,52.15,64.15,14.55,14.33
2024tuis2,9174,TRUE,107.37,107.37,9.96,10.01
2024tuis2,9409,FALSE,107.37,107.38,14.11,14.11
2024tuis2,9422,FALSE,60.9,61.28,12.39,12.39
2024tuis2,9451,FALSE,47,47,10.36,10.36
2024tuis2,9468,TRUE,48.42,48.42,10.58,10.58
2024tuis2,9479,TRUE,49.78,62.74,14.64,14.64
2024tuis2,9483,FALSE,105.38,104.28,9.26,9.26
2024tuis2,9497,FALSE,55.55,55.55,12.3,12.78
2024tuis2,9547,FALSE,65.92,65.92,12.57,12.57
2024tuis2,9610,FALSE,66.16,66.27,10.8,12.34
2024tuis2,9625,FALSE,76.05,77.38,9.47,10.71
2024tuis2,9647,FALSE,43.2,41.89,12.78,12.78
2024txbel,418,FALSE,106.7,106.7,12.8,10.3
2024txbel,2583,FALSE,83,83,9.9,10.5
2024txbel,2789,FALSE,78.1,78.1,13.7,13.7
2024txbel,3561,FALSE,91.5,91.5,10.8,10.9
2024txbel,3679,FALSE,94.5,94.5,13.1,13
2024txbel,3743,FALSE,71.4,71.4,10.8,10.8
2024txbel,3802,FALSE,77.6,76.9,12.3,11.9
2024txbel,3847,FALSE,122.2,122.2,14.7,14.7
2024txbel,4332,FALSE,90.8,90.8,12.2,12.2
2024txbel,4364,FALSE,74.3,74.3,11.2,10.7
2024txbel,4597,FALSE,58.5,58.5,10.7,12.6
2024txbel,4610,FALSE,64.9,64.9,12.6,11.1
2024txbel,4717,FALSE,80.8,80.8,14.1,14.1
2024txbel,5052,FALSE,97.7,97.7,8.9,9.8
2024txbel,5103,FALSE,65.3,65.3,12.3,12.1
2024txbel,5414,FALSE,93.6,91.7,9,9.5
2024txbel,5503,FALSE,98.4,98.4,12.4,12.2
2024txbel,5726,FALSE,101.4,101.4,12.4,12.4
2024txbel,5892,FALSE,91.4,91.4,12,12
2024txbel,5894,FALSE,86.2,86.2,10.6,12.3
2024txbel,6155,FALSE,77.1,77.1,10.4,10.5
2024txbel,6357,FALSE,116.3,116.3,10,10.1
2024txbel,6369,FALSE,124.8,124.8,14.9,14.5
2024txbel,7138,TRUE,107.6,107.6,10.1,10.1
2024txbel,8019,FALSE,123.6,123.6,14.6,13.5
2024txbel,8114,FALSE,102.1,107.8,14.9,14.9
2024txbel,8507,TRUE,84.9,84.9,10.4,10.8
2024txbel,8598,FALSE,87.9,87.9,12.1,12.3
2024txbel,8610,FALSE,72.7,72.8,10.7,10.3
2024txbel,8625,TRUE,119.1,119.1,10.4,9.6
2024txbel,8749,FALSE,82.1,82.1,8.4,8.8
2024txbel,8827,FALSE,109.4,109.4,11.3,11.3
2024txbel,8879,FALSE,94.7,94.7,14.4,14.2
2024txbel,9054,FALSE,98.4,98.4,12.9,13.1
2024txbel,9121,FALSE,66.5,74.9,8.5,10.9
2024txbel,9137,FALSE,75.2,75.2,12.3,13.1
2024txbel,9140,FALSE,90.8,104.8,13.3,13.3
2024txbel,9418,FALSE,106.3,106.3,10,10
2024txbel,9448,FALSE,54,54,10.1,10.4
2024txbel,9506,FALSE,86.2,86.2,13.1,13.4
2024txbel,9524,FALSE,77,77,11.2,10.2
2024txbel,9664,FALSE,66,66,10.3,10.3
2024txfor,418,FALSE,107.6,107.6,12.9,10.4
2024txfor,2468,FALSE,76.6,76.6,11.5,11
2024txfor,2582,FALSE,120.3,120.3,13.7,13.5
2024txfor,2687,FALSE,79,79,10.8,10.8
2024txfor,2689,FALSE,72.6,72.6,11.7,11.8
2024txfor,3005,FALSE,107.9,107.9,9.9,9.9
2024txfor,3310,FALSE,120.3,120.3,10.5,10.3
2024txfor,4153,FALSE,94.4,94.4,10.2,10.2
2024txfor,4206,FALSE,111.2,111.2,11.6,11.6
2024txfor,4251,FALSE,71.4,71.4,9.9,8.7
2024txfor,4295,FALSE,83.2,89.3,12.4,12.3
2024txfor,5411,TRUE,95.5,95.5,10.2,10.1
2024txfor,5908,FALSE,92.2,92.3,15,15
2024txfor,6672,TRUE,117.7,130,14.4,13.9
2024txfor,7271,FALSE,60.4,60.4,13.5,13.3
2024txfor,7321,TRUE,71.3,85.8,14.5,14.7
2024txfor,7492,TRUE,116.4,130,12,11.7
2024txfor,7503,TRUE,76.9,76.9,13.1,13.1
2024txfor,7506,FALSE,81.9,101.7,11.2,10.7
2024txfor,7534,FALSE,85.3,85.4,12.6,13
2024txfor,7540,FALSE,99.1,99.1,10.4,11.3
2024txfor,8088,FALSE,105,105,10.6,10.8
2024txfor,8512,FALSE,87.8,87.8,13.9,13.6
2024txfor,9080,FALSE,87.7,87.7,9.4,9.6
2024txfor,9081,FALSE,95,95,9.8,9.8
2024txfor,9088,TRUE,118.6,126,8.5,8.3
2024txfor,9105,FALSE,124.6,124.6,11,10
2024txfor,9156,TRUE,84.1,84.1,12.4,12.2
2024txfor,9407,FALSE,74.6,74.6,11.4,11.2
2024txfor,9492,FALSE,97.4,94.2,10.5,10.9
2024txfor,9752,FALSE,83.7,83.7,10.3,10.1
2024txkat,118,FALSE,119.8,119.8,12.6,12.9
2024txkat,231,FALSE,107.7,107.7,12.1,12.1
2024txkat,624,FALSE,106.7,106.7,9.1,8.7
2024txkat,1255,TRUE,88.3,88.3,11,10
2024txkat,1477,TRUE,121.5,121.5,11.4,12.1
2024txkat,2582,FALSE,117.6,117.6,11.9,12.2
2024txkat,2882,FALSE,56.2,56.2,8.4,7.7
2024txkat,2969,FALSE,64.4,64.4,10.5,10.1
2024txkat,3029,FALSE,66.2,66.2,10,10
2024txkat,3728,FALSE,56.9,56.9,11,11.8
2024txkat,4328,FALSE,54.6,54.6,13.1,13.4
2024txkat,4587,FALSE,76.2,76.2,11.9,12
2024txkat,4639,FALSE,106.1,106.1,10.7,10.3
2024txkat,5829,FALSE,85.4,85.4,10,10
2024txkat,5923,FALSE,87.5,87.5,12.7,12.7
2024txkat,6488,FALSE,72.4,73.4,14.5,14.5
2024txkat,6645,FALSE,69.3,69.3,12.5,13.2
2024txkat,7312,FALSE,106,106,13,12.7
2024txkat,7418,FALSE,94.8,94.8,11.3,12.1
2024txkat,7492,FALSE,111.7,111.7,12,11.7
2024txkat,7616,TRUE,83.7,83.7,12,12
2024txkat,8144,FALSE,50.7,50.7,12,12
2024txkat,8177,FALSE,123.9,123.9,14.1,14.4
2024txkat,8369,FALSE,51.3,51.3,14.5,13.9
2024txkat,8515,TRUE,90.6,90.6,14.9,13.1
2024txkat,8556,TRUE,78.3,78.3,14.5,14.3
2024txkat,8576,FALSE,109.1,109.1,10.1,10.1
2024txkat,8818,TRUE,96.6,96.6,7,7
2024txkat,9051,FALSE,67.2,67.2,11.7,11.2
2024txkat,9081,FALSE,100.1,100.1,12,12
2024txkat,9121,FALSE,66.1,66.1,12,12
2024txkat,9289,FALSE,64.1,39.3,9.2,9.2
2024txkat,9307,FALSE,110.2,110.2,12.8,12.7
2024txkat,9448,FALSE,33,33,12,11
2024txkat,9478,FALSE,84.7,84.7,12,12.2
2024txkat,9512,FALSE,61.2,83.9,12.3,12.4
2024txkat,9514,FALSE,77,77,12.2,12.2
2024txkat,9515,FALSE,83.1,83.1,7.2,7.2
2024txkat,9517,FALSE,79.4,79.4,6.7,6.7
2024txkat,9521,TRUE,54.1,54.1,13.1,13.2
2024utwv,159,FALSE,109.4,136.9,11.7,11.8
2024utwv,1339,FALSE,124.6,124.6,14.9,14.7
2024utwv,1410,FALSE,111.4,111.4,12.9,14.3
2024utwv,1569,FALSE,99.7,99.7,11.5,10.6
2024utwv,1619,TRUE,123.7,123.7,11.7,13.1
2024utwv,1828,FALSE,70.6,70.6,12.6,12.6
2024utwv,1891,FALSE,123.4,123.4,11,11
2024utwv,2122,FALSE,118,118,14.7,14.1
2024utwv,2240,FALSE,116.2,111,12.1,9.3
2024utwv,2486,FALSE,97.9,97.9,9.5,9.5
2024utwv,2594,FALSE,78.3,78.3,11.2,11.2
2024utwv,3006,FALSE,100.7,100.7,9.3,10.1
2024utwv,3009,FALSE,112.2,112.2,13.6,13.6
2024utwv,3166,FALSE,121.9,121.9,11.3,11.3
2024utwv,3200,FALSE,93.8,93.9,13.1,13.5
2024utwv,3243,FALSE,90,90,14.2,14.2
2024utwv,3245,FALSE,94.4,94.4,10.8,10.6
2024utwv,3288,FALSE,83,83,13.4,13.4
2024utwv,3374,FALSE,110.3,110.3,11.8,11.2
2024utwv,3405,FALSE,67.4,67.4,8.8,8.8
2024utwv,3501,FALSE,124.3,122.8,10.2,10.3
2024utwv,4068,FALSE,123.3,123.3,10.6,10.6
2024utwv,4183,FALSE,122.2,122.2,9.8,9.9
2024utwv,4348,FALSE,106,100.2,13.4,14.6
2024utwv,4585,FALSE,50.1,50.4,11.6,12
2024utwv,4598,FALSE,84.8,84.8,13.7,13.7
2024utwv,4944,FALSE,111.8,111.8,9.9,10.2
2024utwv,5071,FALSE,116.9,116.9,12.7,12.7
2024utwv,5851,FALSE,,107.2,14.7,14.7
2024utwv,5933,FALSE,81,81,10.7,11
2024utwv,6400,FALSE,69.7,69.7,10.3,10.3
2024utwv,6411,FALSE,85,77.3,13,13
2024utwv,6560,FALSE,123.6,123.6,10.9,11.1
2024utwv,7426,FALSE,121.5,121.3,11.3,13.3
2024utwv,7436,FALSE,71.4,71.4,12.3,13.2
2024utwv,7634,TRUE,112.9,112.9,13.2,13.2
2024utwv,7895,FALSE,88.8,88.8,13.1,13.1
2024utwv,7906,FALSE,82.1,82.2,11.5,11.5
2024utwv,8087,TRUE,95.3,95.3,12,12
2024utwv,8174,FALSE,73.1,88.8,10.7,11
2024utwv,8839,FALSE,102.4,102.4,10.4,10.4
2024utwv,8885,FALSE,42.2,67,10.5,10.5
2024utwv,9037,FALSE,73.7,73.7,11.2,12.1
2024utwv,9044,FALSE,123.3,123.1,13.3,13.3
2024utwv,9138,FALSE,70,70,9.3,9.3
2024utwv,9423,FALSE,64.6,64.6,12.7,12.7
2024vabla,141,TRUE,98.5,98.5,9.8,9.2
2024vabla,401,TRUE,123.6,123.6,11.1,11.1
2024vabla,449,FALSE,110.8,110.8,9.9,9.9
2024vabla,977,FALSE,117.4,117.5,12.6,12.4
2024vabla,1086,FALSE,114.7,114.7,13.7,14.2
2024vabla,1262,TRUE,119.2,119.2,13.6,13.1
2024vabla,1629,FALSE,82.6,82.6,10.3,10.6
2024vabla,1793,FALSE,89.5,89.5,11.1,12.8
2024vabla,1885,FALSE,71.9,71.9,12.4,13
2024vabla,3361,TRUE,79.4,79.4,11.2,11.7
2024vabla,3939,FALSE,106.4,106.4,11.2,10.9
2024vabla,4456,FALSE,124.8,124.8,12.2,12.2
2024vabla,4575,FALSE,108.2,108.2,11.9,12.3
2024vabla,4967,FALSE,98.6,98.8,12.1,12.2
2024vabla,5724,FALSE,105.2,105.3,11.9,11.8
2024vabla,5804,FALSE,108.7,108.7,11.9,9.6
2024vabla,5830,FALSE,93.6,93.6,11.2,11.2
2024vabla,6189,FALSE,59.1,59.1,11.3,11
2024vabla,6194,FALSE,72.5,87.4,14.9,14.9
2024vabla,6802,FALSE,107.4,107.5,13.5,13.5
2024vabla,8230,FALSE,87.5,86,10.3,10.2
2024vabla,9003,TRUE,110.9,110.9,11.1,10.8
2024vabla,9033,FALSE,78.3,78.3,11,10.9
2024vabla,9403,FALSE,57,57.9,10.9,10.8
2024vabla,9496,TRUE,92.8,92.8,12.6,12.3
2024vagle,346,FALSE,124.6,124.6,12.8,12.85
2024vagle,404,FALSE,10.75,102.75,8.75,8.95
2024vagle,540,FALSE,98.05,98.05,13.55,13.55
2024vagle,617,FALSE,50,50,10,10
2024vagle,977,FALSE,122.15,122.5,12.45,12.35
2024vagle,1086,TRUE,117.45,117.45,11.35,11.55
2024vagle,1262,FALSE,121.9,121.9,13.6,13.25
2024vagle,1522,FALSE,73.35,73.35,13.25,13.25
2024vagle,1599,FALSE,117.85,117.85,14.85,14.65
2024vagle,1610,FALSE,104.3,104.3,9.1,8.3
2024vagle,2068,FALSE,98.1,98.1,10.6,10.6
2024vagle,2106,FALSE,123.2,123.2,10.8,10.85
2024vagle,2186,FALSE,50,50,10,10
2024vagle,2890,FALSE,88.75,88.75,11.15,10.75
2024vagle,2988,FALSE,50,50,10,10
2024vagle,2998,FALSE,50,50,10,10
2024vagle,3136,FALSE,98.7,101,12.3,12.3
2024vagle,3361,FALSE,78.9,78.9,11.6,11.6
2024vagle,3939,FALSE,50,50,10,10
2024vagle,4286,FALSE,50,50,10,10
2024vagle,4472,FALSE,122.25,122.25,12.45,12.3
2024vagle,4821,FALSE,89.5,89.5,8.15,8.6
2024vagle,5338,FALSE,91.75,91.75,12.7,12.9
2024vagle,5724,FALSE,111.25,111.25,11.7,11.95
2024vagle,5804,FALSE,110.35,110.35,11.75,9.45
2024vagle,5954,FALSE,50,10,10,10
2024vagle,6194,FALSE,79,79,14.95,14.95
2024vagle,6802,FALSE,100.45,100.45,13.65,13.65
2024vagle,6882,FALSE,50,40,10,10
2024vagle,9709,FALSE,50,50,10,10
2024vapor,122,FALSE,91.8,91.8,10,10
2024vapor,346,FALSE,123.5,123.5,12.6,12.6
2024vapor,404,FALSE,99.3,99.3,8.5,8.8
2024vapor,422,FALSE,111.9,111.9,11.6,12
2024vapor,611,FALSE,94.5,94.5,9.3,9.1
2024vapor,619,TRUE,112,112,8.6,8.6
2024vapor,623,FALSE,97.8,97.8,11.7,11.7
2024vapor,1610,FALSE,102.9,102.9,9.2,8.3
2024vapor,1793,TRUE,102.6,93.1,10.9,12.5
2024vapor,1908,FALSE,84.3,84.3,14.7,14.7
2024vapor,1915,FALSE,92.2,92.2,12.2,12.2
2024vapor,2028,FALSE,97.3,97.3,10.5,10.5
2024vapor,2068,FALSE,98.5,98.5,10.5,10.5
2024vapor,2363,FALSE,104.2,104.2,11.1,11
2024vapor,2890,FALSE,88,88,11,10.5
2024vapor,2912,FALSE,59.8,59.8,12.3,10.5
2024vapor,2988,FALSE,94.6,94.6,10.8,10.2
2024vapor,3359,TRUE,97.5,97.5,12.4,12.4
2024vapor,5549,FALSE,113.9,113.9,12.2,11.5
2024vapor,6189,FALSE,59.8,59.8,11.4,11.4
2024vapor,6882,FALSE,61.3,61.3,12.4,12.2
2024vapor,9003,FALSE,113.5,113.5,11.2,11.2
2024vapor,9235,FALSE,68,68,8.2,8.4
2024waahs,488,TRUE,119.9,119.9,12.8,12.8
2024waahs,1294,FALSE,117.9,116.9,10.9,11.2
2024waahs,1425,FALSE,124.6,124.7,12.1,12.1
2024waahs,1899,TRUE,111.1,112.3,10.5,10.4
2024waahs,1983,FALSE,123,124.2,9.8,9.8
2024waahs,2147,FALSE,103.4,103.4,10.4,10.7
2024waahs,2903,FALSE,96.1,96.1,11.9,11
2024waahs,2906,FALSE,53.4,53.4,10.5,11
2024waahs,2907,FALSE,45,45,18,17.8
2024waahs,2927,FALSE,55.1,55.1,13.8,13.8
2024waahs,2928,FALSE,109.5,109.5,14.9,14.8
2024waahs,2929,FALSE,81.5,81.5,11.1,11.3
2024waahs,2976,FALSE,103.5,103.5,12.3,12.3
2024waahs,3070,FALSE,95.1,94,10,10
2024waahs,3219,FALSE,99.7,99.7,11.6,11.6
2024waahs,3393,FALSE,79.9,82.5,9.8,10.3
2024waahs,3588,FALSE,75.2,84.6,10.5,10.7
2024waahs,3663,FALSE,117.4,117.4,14.3,14.3
2024waahs,3786,FALSE,90,90.5,14.8,14.6
2024waahs,3876,TRUE,82,81.2,13.6,12.1
2024waahs,4450,FALSE,91,90,10.8,10.6
2024waahs,4469,FALSE,118.7,114.9,9.5,10
2024waahs,4579,FALSE,51.3,71.1,10.3,11.4
2024waahs,4911,TRUE,113.3,113.3,14.1,12
2024waahs,5295,FALSE,75.7,75.6,10.8,11.2
2024waahs,5588,FALSE,68.2,73.9,9.5,9.5
2024waahs,5683,FALSE,99.7,99.7,9.4,10.1
2024waahs,8032,FALSE,111.2,110.5,11.6,11.8
2024waahs,8051,FALSE,118.4,118.4,10.6,10.5
2024waahs,8302,FALSE,67,67,14.9,14.9
2024waahs,8303,FALSE,48,46.3,10,10.8
2024waahs,8896,FALSE,62.1,62.1,11.4,11.1
2024waahs,9023,FALSE,114.2,114.2,9.7,8.9
2024waahs,9442,FALSE,106.6,106.6,15,15
2024waahs,9446,TRUE,83.1,83.1,12,12.8
2024wabon,1778,FALSE,114.8,114.8,10.3,10.4
2024wabon,2046,FALSE,124.1,124.1,12,12.1
2024wabon,2522,TRUE,110.2,110.2,9.5,9.4
2024wabon,2557,FALSE,118.4,118.4,10.3,10.3
2024wabon,2906,FALSE,54.2,54.2,11.3,10.5
2024wabon,2907,FALSE,45.4,45.4,12.2,12.2
2024wabon,2910,FALSE,117.5,117.5,12.4,12.3
2024wabon,2929,FALSE,84.6,84.6,11.1,11.2
2024wabon,2930,TRUE,123.6,123.6,11.3,10.6
2024wabon,2980,FALSE,108.1,108.1,8.3,8.5
2024wabon,3049,TRUE,103.5,103.5,12.2,12.2
2024wabon,3218,FALSE,110.7,109.7,11.4,11.5
2024wabon,3219,FALSE,96.8,96.8,11,11
2024wabon,3393,FALSE,83.7,83.7,10.5,10.7
2024wabon,3663,FALSE,119.4,119.4,13.9,13.9
2024wabon,3786,FALSE,86.1,86.1,14.4,14.2
2024wabon,3826,FALSE,101.3,101.3,11.7,11.7
2024wabon,4469,FALSE,111.1,111.1,9.2,9.7
2024wabon,4512,FALSE,120.9,120.9,9.2,9.7
2024wabon,4579,FALSE,86.3,86.3,11.3,10.2
2024wabon,4682,FALSE,109.8,109.8,10.7,10.5
2024wabon,4911,TRUE,113.8,113.8,14,12
2024wabon,4915,FALSE,120.9,120.9,13.2,11.8
2024wabon,5683,FALSE,100.4,100.4,9.4,10.1
2024wabon,5937,FALSE,108.1,108.1,12.1,12.8
2024wabon,5941,FALSE,112.8,112.4,11.6,11.6
2024wabon,6350,FALSE,92.9,92.9,10.2,10.5
2024wabon,7461,FALSE,124.7,124.7,13.6,13.8
2024wabon,7627,FALSE,95.2,95.2,8.9,9.4
2024wabon,8032,FALSE,110.5,110.5,11.2,11.9
2024wabon,8302,FALSE,70.1,70.1,14.7,14.7
2024wabon,8303,FALSE,58.8,58.8,9.8,10.6
2024wabon,8896,FALSE,69.4,69.4,11.6,11.3
2024wabon,9446,TRUE,81.6,81.6,11.7,12.5
2024wabon,9581,FALSE,41.1,41.1,11.8,11.3
2024wasam,360,FALSE,111.3,111.3,10.9,11.2
2024wasam,488,TRUE,123.3,123.3,12.8,12.6
2024wasam,492,FALSE,100.3,100.3,12.3,12.5
2024wasam,948,FALSE,110.7,110.7,13,12.1
2024wasam,949,FALSE,107.7,107.7,11.8,10.6
2024wasam,1294,FALSE,116.6,116.6,11.4,11.2
2024wasam,1318,FALSE,108.1,108.1,9.7,9.7
2024wasam,1595,TRUE,100.9,100.9,12.1,12.9
2024wasam,1899,TRUE,111.7,111.7,10.9,10.8
2024wasam,1983,FALSE,122.9,122.9,10.7,10.6
2024wasam,2046,FALSE,123.8,123.8,12,12.8
2024wasam,2412,FALSE,117.2,117.2,11.6,11.7
2024wasam,2928,FALSE,109.8,109.7,14.5,14.5
2024wasam,2976,FALSE,101,100.3,12.3,12.1
2024wasam,3070,FALSE,95.4,95.4,10.3,9.5
2024wasam,3268,FALSE,72.2,72.2,9.7,9
2024wasam,3574,FALSE,69.8,69.8,12.7,12.7
2024wasam,3681,FALSE,105.7,105.7,8.8,9
2024wasam,4104,FALSE,107,107,13.8,14.4
2024wasam,4131,FALSE,103,103,9.5,9.3
2024wasam,4173,FALSE,104.3,104.3,11.5,10.9
2024wasam,4180,FALSE,101.1,101.1,13.1,13.5
2024wasam,4918,FALSE,93.4,93.4,9.7,11.3
2024wasam,4980,FALSE,114.1,114,12,12
2024wasam,5588,FALSE,73.3,73.3,9.2,9.4
2024wasam,5827,FALSE,85,85,12,12.5
2024wasam,6076,TRUE,113.2,113.2,10.7,11.2
2024wasam,7461,FALSE,124.9,124.9,13.9,13.8
2024wasam,8051,FALSE,116.4,116.4,10.8,10.1
2024wasam,8248,FALSE,95,95,14.3,14.4
2024wasam,9023,FALSE,114,114,9.4,8.7
2024wasam,9036,FALSE,94.6,94.6,9.5,10.5
2024wasam,9442,FALSE,114.3,111.6,15,15
2024wasam,9450,FALSE,118.8,118.8,15,15
2024wasno,360,FALSE,108.5,108.5,10,9.7
2024wasno,948,FALSE,104.6,104.6,12.7,12
2024wasno,949,FALSE,105.3,105.3,12.2,11
2024wasno,1318,FALSE,102.7,102.7,9,9
2024wasno,1778,FALSE,113.5,113.5,10.9,10.9
2024wasno,2412,FALSE,124,124,12,12
2024wasno,2522,FALSE,104.9,104.9,11.6,10.8
2024wasno,2903,FALSE,94.8,94.8,11.9,11
2024wasno,2910,FALSE,124.5,124.5,12.6,12.3
2024wasno,2930,FALSE,122.4,122.4,12.5,12.1
2024wasno,2980,FALSE,100,100,10.3,9.1
2024wasno,3049,TRUE,101.7,101.7,11.8,11.8
2024wasno,3268,FALSE,72.9,72.9,10.1,8.7
2024wasno,3588,TRUE,71.9,73.6,10.4,10.6
2024wasno,3681,FALSE,94.7,94.7,8.8,8.7
2024wasno,3826,FALSE,108.8,102.8,11.8,11.9
2024wasno,4089,FALSE,98.2,98.2,13.4,12.7
2024wasno,4131,FALSE,99.5,95,9.4,9.4
2024wasno,4173,FALSE,95.3,95.3,10.7,10.3
2024wasno,4180,FALSE,99.3,99.3,13.8,14.3
2024wasno,4450,FALSE,88.9,88.9,10.5,10.5
2024wasno,4512,FALSE,108.2,108.2,9.3,10.7
2024wasno,4513,FALSE,121.2,121.2,13.1,13
2024wasno,4682,FALSE,108.2,108.2,10.3,10.1
2024wasno,4915,FALSE,120.5,120.5,12.4,11.1
2024wasno,4918,FALSE,86,86,9.1,10.7
2024wasno,5827,FALSE,80,80,11.6,11.7
2024wasno,5937,FALSE,107.2,107.2,12.8,13.8
2024wasno,5941,FALSE,105.3,105.3,11.1,10.1
2024wasno,6350,FALSE,79.7,79.7,9.5,9.8
2024wasno,7627,FALSE,95.9,95.9,8.6,8.9
2024wasno,8248,FALSE,85.3,85.3,14.2,14.5
2024wasno,9036,FALSE,90,90,9.4,10.1
2024wasno,9450,FALSE,114.7,114.7,11.4,10.7